url,length_mi,elevation_gain_ft,estimated_time,route_type,description
https://www.alltrails.com/trail/us/ohio/germantown-metropark-white-trail,0.5,42,0.5–1hr,loop,"Try this 0.5-mile loop trail near Germantown, Ohio. Generally considered an easy route, it takes an average of 11 min to complete. This is a popular trail for birding, hiking, and walking, but you can still enjoy some solitude during quieter times of day. The trail is open year-round and is beautiful to visit anytime. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/ohio/gilliland-nature-preserve-trail,2,19,0.5–1hr,loop,"This scenic trail in the Gilliland Nature Preserve winds through 80 acres of prairie and woodlands, offering a mix of wetland, prairie, and forest habitats. Along the mowed grass trails, visitors can enjoy informative signs and an observation tower for great bird-watching and wildlife viewing. Parking is available nearby at South Shore Sportsman’s Club, 5380 Club Island Road. Trails are well-maintained, providing an immersive nature experience."
https://www.alltrails.com/trail/us/ohio/hawthorn-trail,0.6,6,0.5–1hr,loop,"This short paved trail loops around the Cedar Ridge Picnic Area. The path is well-maintained, smooth, and easy-going. It is excellent for walking, running, and cycling and it passes under a thick timber canopy, offering plenty of shade on hot days. This area of the park has plenty of parking and amenities are available at the trailhead.

Accessibility:

Equipment
This trail is likely accessible for visitors using wheelchairs, mobility equipment, or strollers.

Parking
There are 11 designated accessible parking spaces with striped access aisles in the paved parking lot.

Surface
The trail surface is paved asphalt and is typically at least 8 feet wide.

Grade
This trail is estimated to be flat (1% or less).

More Info
Wheelchair accessible restrooms are available near the trailhead. Picnic tables and benches are available near the trailhead."
https://www.alltrails.com/trail/us/ohio/hurdle-waterfowl-park-loop,1.6,29,0.5–1hr,loop,"Experience this 1.6-mile loop trail near Sullivan, Ohio. Generally considered an easy route, it takes an average of 29 min to complete. This is a popular trail for birding and hiking, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are February through June."
https://www.alltrails.com/trail/us/ohio/jb-firestone-loop,1.1,36,,loop,"Experience this 1.1-mile loop trail near Spencer, Ohio. Generally considered an easy route. This is a popular trail for running, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are November through December."
https://www.alltrails.com/trail/us/ohio/little-turtle-trace,1.4,13,0.5–1hr,loop,"Enjoy this 1.4-mile loop trail near Minster, Ohio. Generally considered an easy route, it takes an average of 24 min to complete. This trail is great for birding, hiking, and mountain biking, and it's unlikely you'll encounter many other people while exploring. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/ohio/millbury-park-loop,1.2,6,0.5–1hr,loop,"Try this 1.2-mile loop trail near Millbury, Ohio. Generally considered an easy route, it takes an average of 21 min to complete. This trail is great for running and walking, and it's unlikely you'll encounter many other people while exploring."
https://www.alltrails.com/trail/us/ohio/narrows-reserve-old-road-loop,0.5,85,0.5–1hr,loop,"This short trail loops through the woods directly behind the Narrows Reserve Nature Center. Starting from the parking area near the canoe launch, the path can be taken in either direction. It is easy-going and easy to follow, and it has a sight hill, which is doable for all levels of hikers. The beginning of the trail has great views of the river, while the rest of the trail is nestled in a dense forest."
https://www.alltrails.com/trail/us/ohio/nuthatch-trail,2.3,403,1–1.5hr,out & back,"This is an all dirt trail that runs through the forest above the paved all-purpose trail.  The trail ends at the all-purpose trail.

Hikers can access the trailhead from the parking area near the Chestnut Lodge. If you're looking for a much longer hike, you could easily add any of the nearby connecting trails to this one and alter the route so you can visit one of the ponds in the area."
https://www.alltrails.com/trail/us/ohio/ora-anderson-trail,1.1,124,0.5–1hr,loop,"Explore this 1.1-mile loop trail near Athens, Ohio. Generally considered an easy route, it takes an average of 26 min to complete. This trail is great for hiking and running, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are August through November."
https://www.alltrails.com/trail/us/ohio/paint-creek-restoration-trail,6.8,226,2–2.5hr,out & back,"Discover this 6.8-mile out-and-back trail near Greenfield, Ohio. Generally considered an easy route, it takes an average of 2 h 10 min to complete. This trail is great for birding, running, and walking, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are March through March."
https://www.alltrails.com/trail/us/ohio/pleasant-valley-bridal-and-hiking-trail,5.7,551,2–2.5hr,loop,"Get to know this 5.7-mile loop trail near Lucas, Ohio. Generally considered a moderately challenging route, it takes an average of 2 h 12 min to complete. This trail is great for hiking, horseback riding, and running, and it's unlikely you'll encounter many other people while exploring. The trail is open year-round and is beautiful to visit anytime."
https://www.alltrails.com/trail/us/ohio/preston-trail,1.1,22,0.5–1hr,out & back,"This paved out-and-back path is a popular trail for those living in the neighborhoods bordering the Preston Trails Park property. There is no official parking lot for this trail, so you will have to utilize roadside parking at either the southern or western trailhead in order to access the path. In the wet season, you can here Sycamore Creek flowing on the eastern border of the park."
https://www.alltrails.com/trail/us/ohio/quarry-loop,1.7,6,0.5–1hr,loop,"Head out on this 1.7-mile loop trail near Westlake, Ohio. Generally considered an easy route, it takes an average of 29 min to complete. This trail is great for hiking and running, and it's unlikely you'll encounter many other people while exploring. The trail is open year-round and is beautiful to visit anytime. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/ohio/red-lock-loop,3,469,1–1.5hr,loop,"Starting just east of the Red Lock parking area, this trail winds through the Jaite Mill Historic District, offering scenic views of the Cuyahoga River from the start. It is a great route for walking or hiking while providing convenient proximity to historic sites and nature along the way. Some parts of the trail can be strenuous due to slight elevation changes, so plan your gear accordingly."
https://www.alltrails.com/trail/us/ohio/resilience-trail,2.2,255,0.5–1hr,loop,"Resilience is the longer of the two loop trails offered in the preserve. Both trails leave the trailhead along the same route, continuing together through the eastern section of the ridgetop’s woodlands. When the two trails separate, Grasshopper Ridge Trail completes its loop in the ridgetops’s meadows whereas the Resilience Trail continues to wind through a mosaic of forest types. The woodlands include mature oak and hickory forests that haven't been disturbed for 80 or more years. Wildflowers here include perfoliate bellflower, black snakeroot, and wild comfrey. The trail also passes through younger successional hardwood forests, and stands of Virginia Pine that are reclaiming the open fields. Resilience Preserve has bountiful vernal pools left behind by the property’s earlier coal mining and reclamation activities. Look for salamander larvae with their external gills, wood frog and American toad tadpoles, and other aquatic life."
https://www.alltrails.com/trail/us/ohio/rhododendron-cove,1.3,265,0.5–1hr,out & back,"Rhododendron Cove is a well-marked trail that begins with an initial incline that leads up to a dry ridgeline. From the top, you are rewarded with stunning views of the Hocking River Valley. The trail meanders through a landscape dotted with unique rock formations. You will find pitch pine, sourwood, mountain laurel, blueberry, and deerberry along the trail."
https://www.alltrails.com/trail/us/ohio/sugarcreek-brown-trail,5,305,,loop,"The Brown Trail in Sugarcreek MetroPark is the main equestrian loop. There are actually several paths marked with ""brown"" trail markers, but they all intersect at some point and can be combined to create different distance loops. Hikers and runners can also use this trail, but it should be noted that this is loop is primarily meant for horses."
https://www.alltrails.com/trail/us/ohio/sycamore-fields-loop,0.8,3,0.5–1hr,loop,"This short trail loops around the Sycamore Fields multi-use fields on the Three Creeks Metro Park property. The trail is a common place to spot walkers, joggers, and children on bikes. The path also connects to some of the other paved trails on the park property, including the Alum Creek Trail.

The City of Columbus Recreation and Parks Department maintains this trail.

Accessibility:

Equipment
This trail is likely accessible for visitors using wheelchairs, mobility equipment, or strollers.

Parking
There are 6 designated van-accessible parking spaces with striped access aisles in the paved parking lot.

Surface
The trail surface is paved asphalt and is typically at least 6 feet wide. Bollards at the trailhead temporarily reduce the tread width.

Grade
This trail is estimated to be flat (1% or less).

More Info
Public restrooms are available near the trailhead. This trail has little shade, so wearing appropriate sun protection is recommended."
https://www.alltrails.com/trail/us/ohio/west-bank-park-walk,1.8,9,0.5–1hr,loop,"This is a beautiful and peaceful trail along the water on a concrete and asphalt paved walkway. It has a lighthouse on one end and it becomes more of a boating and park area on the other end. You can park on either side.

Accessibility: This trail is likely accessible for visitors using wheelchairs, mobility equipment, or strollers. 

Accessible Parking:
Number of designated accessible spaces: 2 at the trailhead;
Number of van-accessible spaces with access aisles: 2;
Parking lot surface: paved.

Trail Details:
Trail surface: paved asphalt, concrete, smooth;
Average trail width: 8 feet;
Estimated average grade category: flat (1% or less);
Known barriers: metal bollards at the trail entrance."
https://www.alltrails.com/trail/us/ohio/wick-park,1.1,42,0.5–1hr,loop,"This route is the outer loop that runs around Wick Park and makes for a really fun walk or jog. During the winter when the trees are bare, this route feels a little lack-luster, but most of the year it's a really lovely walk. This route is only partially paved; there's an inner loop that can be done which is fully paved."
https://www.alltrails.com/trail/us/ohio/winterrowd-wetland-preserve-trail,0.8,22,0.5–1hr,loop,"This short trail winds from the parking area through tall prairie grasses and wildflowers, leading to an observation blind overlooking a 35-acre ""pothole"" wetland. The wetlands and prairie sanctuary provides a glimpse of Ohio's landscape before settlement. The preserve, ideal for birdwatching, attracts migrating shorebirds and grassland nesting birds while offering habitat benefits such as flood reduction and water purification."
https://www.alltrails.com/trail/us/ohio/woodpecker-lake-and-headwaters-loop-trail,3.3,118,1–1.5hr,loop,"This is a great walk on the many paths around Acacia Reservation. The park has many interpretive signs about local wildlife and plants.

Accessibility: There are 4 designated accessible spaces in the paved parking lot off of Cedar Road at the south end of the trail. All of them are van-accessible with striped access aisles. The trail surface is paved asphalt and smooth. It is typically at least 8 feet wide. 

The majority of the trail is estimated to be in the mostly gentle (5% or less) grade category but there are steeper sections at about 2.4 and 3.0 miles when going counterclockwise. Trail goers using wheelchairs/mobility equipment or strollers may need assistance in the steeper sections or to avoid them for safety. There are benches along the route for resting."
https://www.alltrails.com/trail/us/oklahoma/arrowhead-state-park-trails-312,6.6,472,2.5–3hr,loop,"Check out this 6.6-mile loop trail near Canadian, Oklahoma. Generally considered a moderately challenging route, it takes an average of 2 h 22 min to complete. This is a popular trail for birding, hiking, and horseback riding, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are February through December."
https://www.alltrails.com/trail/us/oklahoma/bear-trail,0.5,104,0.5–1hr,out & back,"The Bear Trail, located within Natural Falls State Park is a popular hiking path that offers visitors a chance to experience the park's natural beauty. The trail is fairly short and features a series of steps and a bridge that crosses over a creek, leading to a scenic overlook of the park's waterfall. Hikers can enjoy views of the lush forest, diverse plant life, and the cascading waterfall. The trail is well-maintained and suitable for most visitors, making it a great spot to check out when visiting this area."
https://www.alltrails.com/trail/us/oklahoma/black-kettle-grasslands-riding-trail,10.8,767,4–4.5hr,loop,"Explore this 10.8-mile loop trail near Cheyenne, Oklahoma. Generally considered a moderately challenging route, it takes an average of 3 h 52 min to complete. This trail is great for hiking and horseback riding, and it's unlikely you'll encounter many other people while exploring."
https://www.alltrails.com/trail/us/oklahoma/black-kettle-grasslands-short-loop,1.6,26,0.5–1hr,loop,This short loop near the parking area loops around the retention pond. The path is mostly dry dirt and cut grass. The parking area is not well-marked but there is plenty of space for vehicles and trailers. This area has no amenities but has shady trees around the water. There are many trails linked to the south for extended ventures.
https://www.alltrails.com/trail/us/oklahoma/buffalo-and-antelope-springs-trail,3.1,187,1–1.5hr,loop,"Buffalo and Antelope Springs Trail takes you to Chickasaw National Recreation Area. The trail starts at the Travertine Nature Center parking lot, where you'll also find restrooms, a picnic area, and Little Niagara Falls. It leads through a shady forest, alongside the creek, and past a pond. The trail is wide and offers benches for resting."
https://www.alltrails.com/trail/us/oklahoma/cabin-trail,0.7,124,0.5–1hr,out & back,"Get to know this 0.7-mile out-and-back trail near Wilburton, Oklahoma. Generally considered an easy route, it takes an average of 20 min to complete. This trail is great for hiking and walking, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are August through November."
https://www.alltrails.com/trail/us/oklahoma/clayton-lake-state-recreation-area,0.7,91,0.5–1hr,loop,"This is a short hike around the Clayton Lake State Recreation area near the Clayton Dam. This is a scenic area that makes for a great place to get a quick walk in or simply enjoy the lake.

There are several fishing piers located here as well as boat launches for those who wish to explore the park via water."
https://www.alltrails.com/trail/us/oklahoma/crab-eyes,3.7,406,,out & back,"The Crab Eyes trail is home to a remarkable rock formation resembling ""crab eyes, two big parallel stones poised atop a narrow granite column. This formation offers breathtaking views of Charon's Garden Mountain, Elk Mountain, Mt. Lincoln, Granite Mountain, Twin Rocks Mountain, and Sunset Mountain. 

The hike starts on the edge of a creek bed and ascends a verdant mountain. The trail also goes via a tunnel, requiring hikers to climb several boulders. There are creek crossings along this densely forested and well-shaded trail. The final ascent along this trail resembles a staircase to the slabs. Hikers can slide up to the middle of the ridge and wedge themselves between two horizontal slabs to reach the peak. They can carefully walk on the exposed outer slab or crab between the slabs."
https://www.alltrails.com/trail/us/oklahoma/elephant-rock-trail,2,59,0.5–1hr,loop,"Explore this 2.0-mile loop trail near Ardmore, Oklahoma. Generally considered an easy route, it takes an average of 38 min to complete. This is a popular trail for camping, running, and walking, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are March through November. Dogs are welcome and may be off-leash in some areas."
https://www.alltrails.com/trail/us/oklahoma/elmer-thomas-park-outer-loop,1.8,52,0.5–1hr,loop,"This route highlights the main, outer loop at Elmer Thomas Park. There are several gravel inner trails to shorten or lengthen your journey.

Accessibility: This paved (asphalt, cement and wooden bridge) trail is typically at least 6 feet wide. The inner trails are gravel and dirt, trail goers using mobility equipment or a stroller may need some assistance if going that route. There is often a painted center dividing line along the path and bollards at road crossings which reduce the width. The slope is estimated to be mostly gentle (5% grade or less) except for moderately steep sections at about 0.6 and 1.2 miles when going counterclockwise. Mobility equipment or stroller users may need assistance there. Benches are placed along the way for a rest.

There are 2 designated wheelchair-accessible parking spaces with access aisles at the paved trailhead lot. There are several other accessible parking spots around the park."
https://www.alltrails.com/trail/us/oklahoma/emerald-vista-trail,6.9,1289,3.5–4hr,out & back,"Try this 6.9-mile out-and-back trail near Muse, Oklahoma. Generally considered a challenging route, it takes an average of 3 h 21 min to complete. This trail is great for backpacking, camping, and hiking, and it's unlikely you'll encounter many other people while exploring. The trail is open year-round and is beautiful to visit anytime. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/oklahoma/enid-trail,7.3,55,2–2.5hr,out & back,"The trails here offer a great way to get outside for a walk or bike ride through different parts of town. As you travel along these routes, you might think about Enid's early days, famously part of the Cherokee Strip Land Run of 1893. The trails provide a nice, easy way to enjoy the outdoors in the ""Queen Wheat City""."
https://www.alltrails.com/trail/us/oklahoma/fort-sill-extension,2.6,72,0.5–1hr,out & back,"Get to know this 2.6-mile out-and-back trail near Lawton, Oklahoma. Generally considered an easy route, it takes an average of 49 min to complete. This trail is great for road biking and walking, and it's unlikely you'll encounter many other people while exploring."
https://www.alltrails.com/trail/us/oklahoma/greenleaf-trail-loop-lower-segment,4.9,374,1.5–2hr,out & back,"Nestled in the picturesque hills of Eastern Oklahoma, Greenleaf State Park is a charming and family-friendly destination that offers breathtaking scenery. The park boasts Lake Greenleaf, which is surrounded by nature hiking trails, family recreation facilities, and camping grounds. While primarily designed for overnight backpacking, the 18-mile loop is also a popular spot among day hikers, who can equally enjoy the stunning views along the trail."
https://www.alltrails.com/trail/us/oklahoma/harold-f-miller-auto-trail,4.9,68,,out & back,"The Salt Plains National Wildlife Refuge's Harold F. Miller Auto Trail offers a scenic driving tour of the Refuge's wetlands, with views of several marshes and the opportunity to see a variety of shorebirds, wildflowers, and trees. It begins near the Wildlife Refuge headquarters and connects to State Highway 11."
https://www.alltrails.com/trail/us/oklahoma/indian-point-hiking-trail-via-little-river-marina,1.8,98,0.5–1hr,out & back,"Get to know this 1.8-mile out-and-back trail near Norman, Oklahoma. Generally considered an easy route, it takes an average of 37 min to complete. This is a popular trail for birding, hiking, and mountain biking, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are December through March. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/oklahoma/kameoka-trail,2.2,39,0.5–1hr,out & back,"Get to know this 2.2-mile out-and-back trail near Stillwater, Oklahoma. Generally considered a moderately challenging route, it takes an average of 40 min to complete. This trail is great for running and walking, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are October through October. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/oklahoma/lake-carl-blackwell-yellow-trail,5.7,308,2–2.5hr,loop,"This trail begins at the campground, offering intermediate-level hiking and an exciting horseback route. Initially heading southwest away from the lake, the trail winds through open and grassy areas before transitioning into wooded sections to the south. As you curve back toward the northwest, enjoy scenic views of the lake shoreline before zig-zagging south and completing the loop with a northeast turn."
https://www.alltrails.com/trail/us/oklahoma/lookout-mountain,1.9,475,1–1.5hr,out & back,"This trail may be short in distance, but it has steep inclines in some sections which make it quite challenging. Navigating through the trail can be difficult as it is not very well marked. However, the serene forest environment and lots of wildlife make the trail enjoyable. There is a scenic seasonal creek halfway through the trail where one can stop and take a nice break."
https://www.alltrails.com/trail/us/oklahoma/meeker-lake-loop,5.7,321,2–2.5hr,loop,"Explore this 5.7-mile loop trail near Meeker, Oklahoma. Generally considered an easy route, it takes an average of 1 h 57 min to complete. This trail is great for hiking, horseback riding, and running, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are July through November."
https://www.alltrails.com/trail/us/oklahoma/osage-lake,1.2,45,0.5–1hr,out & back,"This route takes you on a short hike on an easy trail to Osage Lake, where you can also enjoy some nice views of the dam and the water. It loops around through the woods along a stream back to the start, where you may see a wide variety of wildlife, including bison. Some areas can be overgrown, and you may cross a creek in some places, so it's best to have long pants and waterproof shoes."
https://www.alltrails.com/trail/us/oklahoma/oxbow-lake-trail,2.8,59,0.5–1hr,loop,"Explore this 2.8-mile loop trail near Tulsa, Oklahoma. Generally considered an easy route, it takes an average of 51 min to complete. This trail is great for birding, hiking, and running, and it's unlikely you'll encounter many other people while exploring. You'll need to leave pups at home — dogs aren't allowed on this trail."
https://www.alltrails.com/trail/us/oklahoma/oxley-northwood-loop,2.1,26,0.5–1hr,loop,"Head out on this 2.1-mile loop trail near Tulsa, Oklahoma. Generally considered an easy route, it takes an average of 37 min to complete. This trail is great for hiking and running, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are January through October. You'll need to leave pups at home — dogs aren't allowed on this trail."
https://www.alltrails.com/trail/us/oklahoma/quanah-parker-trail,1.6,42,0.5–1hr,out & back,"The Quanah Parker Trail is a short and easy hike with a nice view from the top. It's a relaxing and family-friendly trail with some beautiful lake views. The trail is well-maintained and follows a paved and gravel path through the campground. In the beginning, there are many intersecting trails, so it's important to follow the map closely."
https://www.alltrails.com/trail/us/oklahoma/riley-park-trail,0.8,52,0.5–1hr,loop,"This lighted asphalt walking trail winds through the wood with a large covered picnic pavilion, restrooms, park benches, picnic tables, barbecue pits, and paved parking. Featuring some of the largest trees in Noble and traversed by Berry Creek, the park’s unique topography makes it a community pride and a popular spot day and night. Riley Park is one of two significant historical sites in Noble, housing the abandoned Santa Fe Railroad Bridge from 1887, which facilitated the land run of 1889. The original stone and brickwork of the bridge remain, showcasing the construction styles of the late 1800s.

Accessibility:

Equipment
This trail is likely accessible for visitors using wheelchairs, mobility equipment, or strollers.

Surface
The trail surface is paved asphalt (with bumps and cracks) and typically at least 5 feet wide. 

Grade
This trail is estimated to be mostly gentle (5% or less), with a moderately steep (5-8%) section that may require assistance or need to be avoided..

More Info
Benches are available along the route for resting."
https://www.alltrails.com/trail/us/oklahoma/ruby-grant-foster-walking-trail,3.2,88,1–1.5hr,loop,"Ruby Grant Park offers a series of walking and jogging routes that travel through beautiful open areas with many recreational opportunities offered. There is also a children's play area which is great for the whole family to enjoy together, as well as a large dog park for pet owners. The path features a wide, multi-use concrete path that accommodates bicyclists, runners, and walkers."
https://www.alltrails.com/trail/us/oklahoma/runestone-loop,0.2,42,0.5–1hr,loop,"Short hike to historic Mysterious Viking Hieroglyphics

The hike begins at the Runestone Loop Kiosk to the right of the gift shop.  Follow the path about 0.03 miles to a junction.  Turn left and proceed town the stairs.  At 0.10 miles you will enter the building containing the RuneStone.  When finished reading about the runestone, continue on the trail, up the stairs and across the bridge to return to the trailhead kiosk by the giftshop."
https://www.alltrails.com/trail/us/oklahoma/scout-trail,0.9,39,0.5–1hr,loop,"Enjoy this 0.9-mile loop trail near Woodward, Oklahoma. Generally considered an easy route, it takes an average of 18 min to complete. This trail is great for hiking and walking, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are August through March."
https://www.alltrails.com/trail/us/oklahoma/sleepy-hollow-loop,3.9,301,1.5–2hr,loop,"Check out this 3.9-mile loop trail near Leonard, Oklahoma. Generally considered an easy route, it takes an average of 1 h 26 min to complete. This trail is great for birding, hiking, and running, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are December through May."
https://www.alltrails.com/trail/us/oklahoma/south-lakes-loop,0.9,9,0.5–1hr,loop,"Travel around South Lakes Park.

The City of Oklahoma City maintains this trail.

Accessibility:

Equipment
This trail is likely accessible for visitors using wheelchairs, mobility equipment, or strollers.

Parking
There are 3 designated accessible parking spaces with striped access aisles in the paved parking lot.

Surface
The trail surface is paved asphalt and typically 5 to 12 feet wide.

Grade
This trail is estimated to be flat (1% or less).

More Info
Public restrooms are available near the trailhead. Picnic tables and benches are available along the route for resting."
https://www.alltrails.com/trail/us/oklahoma/wintersmith-trail,1.5,45,0.5–1hr,loop,"Get to know this 1.5-mile loop trail near Ada, Oklahoma. Generally considered an easy route, it takes an average of 29 min to complete. This trail is great for birding, hiking, and running, and it's unlikely you'll encounter many other people while exploring. The trail is open year-round and is beautiful to visit anytime. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/oregon/amberglen-park,0.5,13,0.5–1hr,loop,"AmberGlen Park has a half mile of paved pathways that loop around wide-open grassy areas, ponds, and shady picnic areas. The park offers a scenic and traffic-free area for outdoor recreation in a dense urban environment. There is no parking lot, but street parking is available on every side of the park.

The City of Hillsboro maintains this trail.

Accessibility:

Equipment
This trail is likely accessible for visitors using wheelchairs, mobility equipment, or strollers.

Parking
Street parking is available near the trailhead, but there do not appear to be any designated accessible spaces nearby.

Surface
The trail surface is paved asphalt or wooden boardwalk with edge railings and is typically at least 5 feet wide.

Grade
This trail is estimated to be gentle (3% or less).

More Info
Public restrooms are available near the trailhead. Benches are available along the route for resting."
https://www.alltrails.com/trail/us/oregon/ancient-forest-loop,1.4,108,0.5–1hr,loop,"One of the highlights of the Ancient Forest Loop is the sense of history that permeates the area. This forest is home to some of the oldest trees in the region, some of which have been growing for centuries. As you walk, you'll notice the wide trunks and thick bark of the ancient trees, many of which have witnessed the passage of time through centuries of weathering, storms, and growth."
https://www.alltrails.com/trail/us/oregon/bandersnatch,3.9,1062,2–2.5hr,out & back,"The Bandersnatch Trail in Ashland, Oregon, offers a scenic escape through the hillsides outside of town. The trail offers a steady climb as it leads it way up to stunning panoramic views of the Rogue Valley and surrounding mountains. As you make your way up, the landscape transforms from dense forests and creeks into more open ridge lines. This trail is perfect for those looking to immerse themselves in nature and enjoy the sights of the region. This trail is great with its convenient location close to town."
https://www.alltrails.com/trail/us/oregon/bend-half-marathon-course,10.2,551,,loop,"Discover this 10.2-mile loop trail near Bend, Oregon. Generally considered an easy route. This trail is great for running, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are March through October."
https://www.alltrails.com/trail/us/oregon/bessie-butte,1.4,482,0.5–1hr,out & back,"Starting from the Bessie Butte Trailhead, this route takes you on a quick and exciting hike with a challenging incline to Bessie Butte. Once at the top, you will be rewarded for your efforts with stunning 360-degree panoramic views of the surrounding area. This trail has limited shade, so start early or bring sun protection."
https://www.alltrails.com/trail/us/oregon/bob-and-crystal-loop,5,764,2–2.5hr,loop,"Bob and Crystal Rilee Park is an uncrowded neighborhood gem with multi-use trails that weave throughout the Pacific Northwest forest. The singletrack travels through fields of flowers in the spring, and there are a few options for routes within the park. This loop covers the perimeter of the trail network. Parking is on NE Parrett Mountain Road. The lot is adjacent to a private home; please be mindful of staying on public property."
https://www.alltrails.com/trail/us/oregon/bonzai-loop,5.9,928,2.5–3hr,loop,"The McDonald Research Forest has an extensive network of multi-use trails and dirt roads. This route follows the 543 Road to the Bonzai Trail, a flowy singletrack trail that makes a loop over to the Section 36 Trail. The route has a long steady climb and a shorter, steep climb. The trails cut through the forest and follow several creeks throughout the loop."
https://www.alltrails.com/trail/us/oregon/bronson-creek-loop,0.4,6,0.5–1hr,loop,"Bronson Creek Park is a scenic oasis in a densely populated area, offering wetlands, forests, and a paved loop trail. There are benches along the trail and opportunities to see a variety of waterfowl and other wildlife. Bronson Creek flows through the park, and the trail crosses over it on a bridge at the southern end.

Accessibility:  

Equipment  
This trail is likely accessible for visitors using wheelchairs, mobility equipment, or strollers.  

Parking  
There is no public parking for this trail, but commercial parking may be available nearby with designated accessible spaces.  

Surface  
The trail surface is paved asphalt and typically at least 10 feet wide.  

Grade  
This trail is estimated to be gentle (3% or less).  

More Info  
Picnic tables and benches are available along the route for resting."
https://www.alltrails.com/trail/us/oregon/bull-of-the-woods-wilderness-loop,30.1,6673,,loop,"Enjoy this 30.1-mile loop trail near Detroit, Oregon. Generally considered a challenging route. This is a popular trail for backpacking, hiking, and running, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are June through October. Dogs are welcome and may be off-leash in some areas."
https://www.alltrails.com/trail/us/oregon/clear-creek-trail-loop,3.1,308,1–1.5hr,loop,"Enjoy this 3.1-mile loop trail near Maupin, Oregon. Generally considered an easy route, it takes an average of 1 h 12 min to complete. This trail is great for camping, hiking, and walking, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are May through May."
https://www.alltrails.com/trail/us/oregon/corvallis-riverfront-trail,1.5,39,0.5–1hr,out & back,"A half-mile-long stroll along the riverfront is home to public art, fountains, and the Saturday Market. 

This short stroll along the Corvallis Waterfront is a perfect place to enjoy the long summer evenings after a meal downtown. There are plenty of signs telling the story of Corvallis, and there are tons of local restaurants and shops to explore."
https://www.alltrails.com/trail/us/oregon/dead-mountain,10.2,2637,6–6.5hr,out & back,"Mostly used for mountain biking, this trail was built with berms and flow lines by the local MTB community. It's suitable for all skill levels. A paved gravel road leads to the top, followed by a downhill ride on your mountain bike.

As you approach the summit, you can either follow the road or stay on the trails. The views at the top are somewhat limited due to dense tree cover, but the best vantage point is near a small electrical shack close to the upper trailhead sign."
https://www.alltrails.com/trail/us/oregon/diamond-craters,29.6,1053,,out & back,"Head out on this 29.6-mile out-and-back trail near Diamond, Oregon. Generally considered a moderately challenging route. This is a popular trail for birding, mountain biking, and scenic driving, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are April through October. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/oregon/dimple-hill-via-patterson-road-600,4.8,574,2–2.5hr,out & back,"This trail begins at the parking lot off Sulphur Spring Road, where restrooms are available, and takes you to Dimple Hill in McDonald Research Forest via Patterson Road 600. Parking can be busy, so it's best to start early. The trail follows a wide logging road and is well-maintained. While there are steep sections, your efforts will be rewarded with views of Mount Hood, Three-Fingered Jack, and the Three Sisters."
https://www.alltrails.com/trail/us/oregon/fish-creek-mountain-trail,26.8,3766,12–13hr,loop,"Explore this 26.8-mile loop trail near Estacada, Oregon. Generally considered a challenging route, it takes an average of 11 h 35 min to complete. This is a popular trail for birding and hiking, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are March through October. Dogs are welcome and may be off-leash in some areas."
